2171.379883,1488.295288,40.395634,-0.032884,0.000000,1.987579
2124.588135,1451.875244,40.988770,-0.016884,0.000000,-2.975607
2092.147705,1421.910034,40.073215,-0.078884,0.000000,1.941580
2059.899658,1283.186768,43.453094,-0.206884,0.000000,-2.449606
1823.852417,1233.391235,191.011215,-0.408885,0.000000,-1.177601
1989.313354,1094.530640,52.268970,-0.172884,0.000000,2.375584
2294.366455,911.484131,158.686768,-0.462883,0.000000,0.356397
2357.804932,1425.065674,157.452637,-0.544883,0.000000,1.572397
1966.142456,1739.527100,75.845146,-0.238883,0.000000,-2.738788
2101.966553,1307.708130,43.311710,-0.638883,0.000000,1.385216
2042.528320,1478.387329,46.484249,-0.134883,0.000000,-1.328783
1584.561157,1277.356567,34.465034,0.529118,0.000000,-1.436782
