1319.106201,945.149597,51.765602,-0.000012,0.000030,-2.600525
1319.072754,945.205322,51.765602,-0.000000,0.000000,-2.600541
1534.952515,847.290833,43.489300,-0.000000,-0.000000,-1.745329
1604.972900,896.144775,49.451527,0.056000,0.000000,-0.985329
1647.008911,856.088867,55.233986,-0.000000,0.000000,2.059489
1710.359619,548.309692,56.779850,-0.004000,0.000000,1.933490
1548.798828,1024.814575,19.716684,-0.054012,0.000000,2.774664
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
